Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB",численность_доп_признак,численность_новая
ОРЕНБУРГСКИЙ ФПРСР,1035600000149.0,2003-01-10 00:00:00,Действующая,Оренбургская область,Общественные фонды,2019,,268861000.0,308778000.0,,1025000.0,615000.0,,,40241000.0,,299000.0,40241000.0,40540000.0,1557000.0,,,,,23000.0,1580000.0,,476000.0,268129000.0,,,,,1557000.0,,Средние (16-150)
ОРЕНБУРГСКИЙ ФПРСР,1035600000149.0,2003-01-10 00:00:00,Действующая,Оренбургская область,Общественные фонды,2020,,147009000.0,112061000.0,,704000.0,1924000.0,,,5294000.0,,494000.0,5293000.0,5788000.0,421000.0,,,,,,421000.0,,31109000.0,113528000.0,,,,,421000.0,,Средние (16-150)
ОРЕНБУРГСКИЙ ФПРСР,1035600000149.0,2003-01-10 00:00:00,Действующая,Оренбургская область,Общественные фонды,2021,,409490000.0,430335000.0,,394000.0,2932000.0,,,26138000.0,,113000.0,26138000.0,26251000.0,66000.0,,,,,,66000.0,,685000.0,408763000.0,,,,,66000.0,,Средние (16-150)
ОГОБ ФОНД МИЛОСЕРДИЯ,1035600009686.0,1992-01-16 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ОГОБ ФОНД МИЛОСЕРДИЯ,1035600009686.0,1992-01-16 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ОГОБ ФОНД МИЛОСЕРДИЯ,1035600009686.0,1992-01-16 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ОГОБ ФОНД МИЛОСЕРДИЯ,1035600009686.0,1992-01-16 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ОГОБ ФОНД МИЛОСЕРДИЯ,1035600009686.0,1992-01-16 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2021,,,100000.0,,,100000.0,,,,,,100000.0,100000.0,100000.0,,,,,,100000.0,,,,,,,,100000.0,,
"РОССИЙСКИЙ ДЕТСКИЙ ФОНД, ОРЕНБУРГСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОГО ОБЩЕСТВЕННОГО БЛАГОТВОРИТЕЛЬНОГО ФОНДА",1035600011567.0,1992-02-20 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РОССИЙСКИЙ ДЕТСКИЙ ФОНД, ОРЕНБУРГСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОГО ОБЩЕСТВЕННОГО БЛАГОТВОРИТЕЛЬНОГО ФОНДА",1035600011567.0,1992-02-20 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РОССИЙСКИЙ ДЕТСКИЙ ФОНД, ОРЕНБУРГСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОГО ОБЩЕСТВЕННОГО БЛАГОТВОРИТЕЛЬНОГО ФОНДА",1035600011567.0,1992-02-20 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РОССИЙСКИЙ ДЕТСКИЙ ФОНД, ОРЕНБУРГСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОГО ОБЩЕСТВЕННОГО БЛАГОТВОРИТЕЛЬНОГО ФОНДА",1035600011567.0,1992-02-20 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РОССИЙСКИЙ ДЕТСКИЙ ФОНД, ОРЕНБУРГСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОГО ОБЩЕСТВЕННОГО БЛАГОТВОРИТЕЛЬНОГО ФОНДА",1035600011567.0,1992-02-20 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЗАЩИТА, БФ",1035605513041.0,2003-04-01 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЗАЩИТА, БФ",1035605513041.0,2003-04-01 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2018,,1178000.0,,,,,,,,,,,,-1178000.0,,,,,,,1178000.0,178000.0,1000000.0,,,,,-1178000.0,,
"ЗАЩИТА, БФ",1035605513041.0,2003-04-01 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЗАЩИТА, БФ",1035605513041.0,2003-04-01 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЗАЩИТА, БФ",1035605513041.0,2003-04-01 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ КУЛЬТУРЫ,1035605514779.0,2003-05-06 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2017,,,,,2811000.0,,,46000.0,141000.0,,2812000.0,,2999000.0,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ КУЛЬТУРЫ,1035605514779.0,2003-05-06 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ КУЛЬТУРЫ,1035605514779.0,2003-05-06 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2019,,,,,40000.0,401000.0,,,441000.0,,,,441000.0,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ КУЛЬТУРЫ,1035605514779.0,2003-05-06 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ КУЛЬТУРЫ,1035605514779.0,2003-05-06 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОБФ ЕВРАЗИЯ, НКО",1035615372869.0,2002-05-30 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2017,,1925000.0,1980000.0,,639000.0,,,,10000.0,,629000.0,72000.0,639000.0,,,,,,,,,743000.0,1182000.0,,0 - 5,,,,до 5,Малые (1-15)
"ОБФ ЕВРАЗИЯ, НКО",1035615372869.0,2002-05-30 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2018,,1524000.0,1455000.0,,615000.0,,,,10000.0,,605000.0,3000.0,615000.0,,,,,,,,,785000.0,739000.0,,,,,,,Малые (1-15)
"ОБФ ЕВРАЗИЯ, НКО",1035615372869.0,2002-05-30 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2019,,,,,619000.0,,,,10000.0,,609000.0,,619000.0,,,,,,,,,,,,,,,,,Малые (1-15)
"ОБФ ЕВРАЗИЯ, НКО",1035615372869.0,2002-05-30 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2020,,,,,628000.0,,,,10000.0,,618000.0,,628000.0,,,,,,,,,,,,,,,,,Средние (16-150)
"ОБФ ЕВРАЗИЯ, НКО",1035615372869.0,2002-05-30 00:00:00,Действующая,Оренбургская область,Благотворительные фонды,2021,,1618000.0,1791000.0,,654000.0,,,,10000.0,,644000.0,240000.0,654000.0,,,,,,,,,833000.0,785000.0,,,,,,,Средние (16-150)
"ГРЕКО-РИМСКАЯ БОРЬБА, ПРОФ",1035800002831.0,2000-10-13 00:00:00,Действующая,Пензенская область,Общественные фонды,2017,,8000.0,,,,,,,,,,,57000.0,,,,,,,,,,,,,,,,,
"ГРЕКО-РИМСКАЯ БОРЬБА, ПРОФ",1035800002831.0,2000-10-13 00:00:00,Действующая,Пензенская область,Общественные фонды,2018,,8000.0,,,,,,,,,,,31000.0,,,,,,,,,,,,,,,,,
"ГРЕКО-РИМСКАЯ БОРЬБА, ПРОФ",1035800002831.0,2000-10-13 00:00:00,Действующая,Пензенская область,Общественные фонды,2019,,,,,,,,,,,,,4000.0,,,,,,,,,,,,,,,,,
"ГРЕКО-РИМСКАЯ БОРЬБА, ПРОФ",1035800002831.0,2000-10-13 00:00:00,Действующая,Пензенская область,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ГРЕКО-РИМСКАЯ БОРЬБА, ПРОФ",1035800002831.0,2000-10-13 00:00:00,Действующая,Пензенская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕНЗА МОЛОДАЯ Г.ПЕНЗЫ, ОБЩЕСТВЕННЫЙ ФОНД",1035800003843.0,1997-05-14 00:00:00,Действующая,Пензенская область,Общественные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕНЗА МОЛОДАЯ Г.ПЕНЗЫ, ОБЩЕСТВЕННЫЙ ФОНД",1035800003843.0,1997-05-14 00:00:00,Действующая,Пензенская область,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕНЗА МОЛОДАЯ Г.ПЕНЗЫ, ОБЩЕСТВЕННЫЙ ФОНД",1035800003843.0,1997-05-14 00:00:00,Действующая,Пензенская область,Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕНЗА МОЛОДАЯ Г.ПЕНЗЫ, ОБЩЕСТВЕННЫЙ ФОНД",1035800003843.0,1997-05-14 00:00:00,Действующая,Пензенская область,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕНЗА МОЛОДАЯ Г.ПЕНЗЫ, ОБЩЕСТВЕННЫЙ ФОНД",1035800003843.0,1997-05-14 00:00:00,Действующая,Пензенская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАДУГА, БФ",1035800005086.0,2000-08-24 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАДУГА, БФ",1035800005086.0,2000-08-24 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАДУГА, БФ",1035800005086.0,2000-08-24 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАДУГА, БФ",1035800005086.0,2000-08-24 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАДУГА, БФ",1035800005086.0,2000-08-24 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ХРУСТАЛЬНЫЙ ДАР, ФОНД",1035801501042.0,2003-05-05 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2017,,11000.0,35000.0,,,44000.0,,,20000.0,,,44000.0,44000.0,,,,,,,,,,11000.0,,,,,,,
"ХРУСТАЛЬНЫЙ ДАР, ФОНД",1035801501042.0,2003-05-05 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ХРУСТАЛЬНЫЙ ДАР, ФОНД",1035801501042.0,2003-05-05 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2019,,52000.0,75000.0,,,60000.0,,,,,,60000.0,60000.0,,,,,,,,,,52000.0,,,,,,,
"ХРУСТАЛЬНЫЙ ДАР, ФОНД",1035801501042.0,2003-05-05 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2020,,81000.0,66000.0,,,60000.0,,,,,,45000.0,60000.0,,,,,,,,,,81000.0,,,,,,,
"ХРУСТАЛЬНЫЙ ДАР, ФОНД",1035801501042.0,2003-05-05 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2021,,101000.0,98000.0,,,45000.0,,,,,,42000.0,45000.0,,,,,,,,,,101000.0,,,,,,,
"МИЛОСЕРДИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1035801800792.0,2003-05-12 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МИЛОСЕРДИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1035801800792.0,2003-05-12 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МИЛОСЕРДИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1035801800792.0,2003-05-12 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2019,,,,,,3000.0,,,3000.0,,,3000.0,3000.0,,,,,,,,,,,,,,,,,
"МИЛОСЕРДИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1035801800792.0,2003-05-12 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2020,,,,,,3000.0,,,3000.0,,,3000.0,3000.0,,,,,,,,,,,,,,,,,
"МИЛОСЕРДИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1035801800792.0,2003-05-12 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2021,,,,,,3000.0,,,3000.0,,,3000.0,3000.0,,,,,,,,,,,,,,,,,
"ВОЗРОЖДЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ НАСЕЛЕНИЯ ШЕМЫШЕЙСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ",1035801901079.0,2003-04-08 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2017,,81000.0,104000.0,,,96000.0,,,96000.0,,,96000.0,96000.0,,,,,,,,,1000.0,80000.0,,,,,,,
"ВОЗРОЖДЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ НАСЕЛЕНИЯ ШЕМЫШЕЙСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ",1035801901079.0,2003-04-08 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2018,,81000.0,104000.0,,,96000.0,,,96000.0,,,96000.0,96000.0,,,,,,,,,1000.0,80000.0,,,,,,,
"ВОЗРОЖДЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ НАСЕЛЕНИЯ ШЕМЫШЕЙСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ",1035801901079.0,2003-04-08 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2019,,81000.0,104000.0,,,96000.0,,,96000.0,,,96000.0,96000.0,,,,,,,,,1000.0,80000.0,,,1000.0,,1000.0,,
"ВОЗРОЖДЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ НАСЕЛЕНИЯ ШЕМЫШЕЙСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ",1035801901079.0,2003-04-08 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2020,,175000.0,182000.0,,,182000.0,,,182000.0,,,83000.0,182000.0,,,,,,,,,,175000.0,,,,,,,
"ВОЗРОЖДЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ НАСЕЛЕНИЯ ШЕМЫШЕЙСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ",1035801901079.0,2003-04-08 00:00:00,Действующая,Пензенская область,Благотворительные фонды,2021,,261000.0,198000.0,,,198000.0,,,198000.0,,,20000.0,198000.0,,,,,,,,,,261000.0,,,,,,,
"ПОДДЕРЖКИ ВУЗОВ, ФОНД",1035803004016.0,2003-04-16 00:00:00,Действующая,Пензенская область,Общественные фонды,2017,,275000.0,269000.0,,,2000.0,,,269000.0,,11000.0,2000.0,280000.0,,,,,,,,,275000.0,,,,,,,,
"ПОДДЕРЖКИ ВУЗОВ, ФОНД",1035803004016.0,2003-04-16 00:00:00,Действующая,Пензенская область,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПОДДЕРЖКИ ВУЗОВ, ФОНД",1035803004016.0,2003-04-16 00:00:00,Действующая,Пензенская область,Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПОДДЕРЖКИ ВУЗОВ, ФОНД",1035803004016.0,2003-04-16 00:00:00,Действующая,Пензенская область,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПОДДЕРЖКИ ВУЗОВ, ФОНД",1035803004016.0,2003-04-16 00:00:00,Действующая,Пензенская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СУРА, НКФ",1035803005590.0,2003-06-02 00:00:00,Действующая,Пензенская область,Общественные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СУРА, НКФ",1035803005590.0,2003-06-02 00:00:00,Действующая,Пензенская область,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СУРА, НКФ",1035803005590.0,2003-06-02 00:00:00,Действующая,Пензенская область,Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СУРА, НКФ",1035803005590.0,2003-06-02 00:00:00,Действующая,Пензенская область,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СУРА, НКФ",1035803005590.0,2003-06-02 00:00:00,Действующая,Пензенская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПОФ НТР,1035803508531.0,2003-12-08 00:00:00,Действующая,Пензенская область,Общественные фонды,2017,25000.0,115000.0,114000.0,420000.0,,,,,,,,,,,25000.0,,,,,,25000.0,,115000.0,395000.0,0 - 5,,,,до 5,Малые (1-15)
ПОФ НТР,1035803508531.0,2003-12-08 00:00:00,Действующая,Пензенская область,Общественные фонды,2018,,1628000.0,1628000.0,,,,,,52000.0,,,,52000.0,,,,52000.0,,,,,782000.0,794000.0,,,,,,,Средние (16-150)
ПОФ НТР,1035803508531.0,2003-12-08 00:00:00,Действующая,Пензенская область,Общественные фонды,2019,,2411000.0,3605000.0,,,1194000.0,,,1246000.0,,,1194000.0,1246000.0,,,,,,,,,1217000.0,1194000.0,,,,,,,Средние (16-150)
ПОФ НТР,1035803508531.0,2003-12-08 00:00:00,Действующая,Пензенская область,Общественные фонды,2020,,5395000.0,7076000.0,,,2875000.0,,,2927000.0,,,2875000.0,2927000.0,,,,,,,,,3758000.0,1637000.0,,,,,,,Средние (16-150)
ПОФ НТР,1035803508531.0,2003-12-08 00:00:00,Действующая,Пензенская область,Общественные фонды,2021,,2887000.0,302000.0,,,290000.0,,,342000.0,,,290000.0,342000.0,,,,,,,,,,12000.0,,,,,,,Средние (16-150)
"ЮРЯТИН, ПЕРМСКИЙ ОБЩЕСТВЕННЫЙ ФОНД КУЛЬТУРЫ",1035900001500.0,1994-05-24 00:00:00,Действующая,Пермский край,Общественные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЮРЯТИН, ПЕРМСКИЙ ОБЩЕСТВЕННЫЙ ФОНД КУЛЬТУРЫ",1035900001500.0,1994-05-24 00:00:00,Действующая,Пермский край,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЮРЯТИН, ПЕРМСКИЙ ОБЩЕСТВЕННЫЙ ФОНД КУЛЬТУРЫ",1035900001500.0,1994-05-24 00:00:00,Действующая,Пермский край,Общественные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЮРЯТИН, ПЕРМСКИЙ ОБЩЕСТВЕННЫЙ ФОНД КУЛЬТУРЫ",1035900001500.0,1994-05-24 00:00:00,Действующая,Пермский край,Общественные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЮРЯТИН, ПЕРМСКИЙ ОБЩЕСТВЕННЫЙ ФОНД КУЛЬТУРЫ",1035900001500.0,1994-05-24 00:00:00,Действующая,Пермский край,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕРНОСТЬ, БФ",1035900071459.0,1998-12-31 00:00:00,Действующая,Пермский край,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕРНОСТЬ, БФ",1035900071459.0,1998-12-31 00:00:00,Действующая,Пермский край,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕРНОСТЬ, БФ",1035900071459.0,1998-12-31 00:00:00,Действующая,Пермский край,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕРНОСТЬ, БФ",1035900071459.0,1998-12-31 00:00:00,Действующая,Пермский край,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕРНОСТЬ, БФ",1035900071459.0,1998-12-31 00:00:00,Действующая,Пермский край,Благотворительные фонды,2021,,,,,,,,,,,,3535000.0,,,,,,,,,,2832455000.0,,,,,,,,
ДЗАТИ ФОНД,1035900076321.0,2003-02-28 00:00:00,Действующая,Пермский край,Экологические фонды,2017,,699000.0,733000.0,,57000.0,2000.0,,,257000.0,,29000.0,329000.0,286000.0,,,,,,,,,654000.0,26000.0,,0 - 5,,,,до 5,Малые (1-15)
ДЗАТИ ФОНД,1035900076321.0,2003-02-28 00:00:00,Действующая,Пермский край,Экологические фонды,2018,,598000.0,671000.0,,38000.0,33000.0,,,330000.0,,17000.0,401000.0,347000.0,,,,,,,,,520000.0,10000.0,,,,,,,Малые (1-15)
ДЗАТИ ФОНД,1035900076321.0,2003-02-28 00:00:00,Действующая,Пермский край,Экологические фонды,2019,,723000.0,710000.0,,56000.0,5000.0,,,,,21000.0,388000.0,337000.0,,,,,,,,,553000.0,35000.0,,,,,,,Малые (1-15)
ДЗАТИ ФОНД,1035900076321.0,2003-02-28 00:00:00,Действующая,Пермский край,Экологические фонды,2020,,982000.0,899000.0,16000.0,40000.0,24000.0,,,,,19000.0,305000.0,324000.0,,,,,,,,,694000.0,195000.0,16000.0,,,,,,Средние (16-150)
ДЗАТИ ФОНД,1035900076321.0,2003-02-28 00:00:00,Действующая,Пермский край,Экологические фонды,2021,,980000.0,11192000.0,,3549000.0,37000.0,,,,,7723000.0,10517000.0,24050000.0,,,,,,,,,666000.0,160000.0,,,,,,,Крупные (151-1000)
"СВЕТ ЖИЗНИ, ФОНД",1035900846167.0,2003-08-12 00:00:00,Действующая,Пермский край,Благотворительные фонды,2017,,2109000.0,2117000.0,,14000.0,17000.0,,,16000.0,,15000.0,16000.0,31000.0,,,,,,,,,301000.0,1800000.0,,0 - 5,,,,до 5,Малые (1-15)
"СВЕТ ЖИЗНИ, ФОНД",1035900846167.0,2003-08-12 00:00:00,Действующая,Пермский край,Благотворительные фонды,2018,450000.0,71000.0,95000.0,450000.0,,53000.0,,,40000.0,373000.0,14000.0,40000.0,54000.0,53000.0,77000.0,40000.0,,,,,24000.0,71000.0,,,,13000.0,,40000.0,,Малые (1-15)
"СВЕТ ЖИЗНИ, ФОНД",1035900846167.0,2003-08-12 00:00:00,Действующая,Пермский край,Благотворительные фонды,2019,672000.0,2324000.0,2345000.0,672000.0,,85000.0,,,61000.0,590000.0,24000.0,61000.0,85000.0,74000.0,82000.0,54000.0,,,,,8000.0,14000.0,2291000.0,,,-20000.0,,54000.0,,Средние (16-150)
"СВЕТ ЖИЗНИ, ФОНД",1035900846167.0,2003-08-12 00:00:00,Действующая,Пермский край,Благотворительные фонды,2020,,1867000.0,1828000.0,,,11000.0,,,22000.0,,24000.0,22000.0,46000.0,,,,,,,,,39000.0,1828000.0,,,,,,,Средние (16-150)
"СВЕТ ЖИЗНИ, ФОНД",1035900846167.0,2003-08-12 00:00:00,Действующая,Пермский край,Благотворительные фонды,2021,40000.0,61000.0,71000.0,400000.0,,36000.0,,,32000.0,,13000.0,32000.0,45000.0,12000.0,40000.0,,,,,,28000.0,10000.0,51000.0,360000.0,,-12000.0,,,,Средние (16-150)
"ПАМЯТЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036000306803.0,2003-01-27 00:00:00,Действующая,Псковская область,Благотворительные фонды,2017,,,,,,596000.0,,,596000.0,,,,596000.0,,,,,,,,,,,,0 - 5,,,,до 5,Малые (1-15)
"ПАМЯТЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036000306803.0,2003-01-27 00:00:00,Действующая,Псковская область,Благотворительные фонды,2018,,136000.0,130000.0,,,591000.0,,,590000.0,,1000.0,590000.0,591000.0,,,,,,,,,92000.0,42000.0,,,,,,,Малые (1-15)
"ПАМЯТЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036000306803.0,2003-01-27 00:00:00,Действующая,Псковская область,Благотворительные фонды,2019,,122000.0,107000.0,,,576000.0,,,,,1000.0,576000.0,576000.0,27000.0,,,,,,27000.0,,78000.0,42000.0,,,,,27000.0,,Малые (1-15)
"ПАМЯТЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036000306803.0,2003-01-27 00:00:00,Действующая,Псковская область,Благотворительные фонды,2020,,163000.0,15000.0,,,427000.0,,,,,,428000.0,427000.0,15000.0,,,,,,15000.0,,110000.0,52000.0,,,1000.0,,14000.0,,Малые (1-15)
"ПАМЯТЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036000306803.0,2003-01-27 00:00:00,Действующая,Псковская область,Благотворительные фонды,2021,,238000.0,11000.0,,,201000.0,,,,,,201000.0,201000.0,11000.0,,,,,,11000.0,,177000.0,61000.0,,,,,11000.0,,Малые (1-15)
РООФНОТ,1036100003114.0,1998-04-27 00:00:00,Действующая,Ростовская область,Общественные фонды,2017,,,,,,1000.0,,,,,,,1000.0,,,,,,,,,,,,0 - 5,,,,до 5,Малые (1-15)
РООФНОТ,1036100003114.0,1998-04-27 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,,,,,,1000.0,,,,,,,1000.0,,,,,,,,,,,,,,,,,Малые (1-15)
